"Duration..in.seconds.","RecordedDate","ResponseId","dscore","Age","Gender","NaturalSc_Binary","IAT_taken","Bird_knowledge","Social_media","Bird_plumage","dscore2"
"327","2024-09-14 17:38:00","R_3JKG1qAZ4Hyo5ke",0.44,"2","1",0,"1","0","0","1",0.436928934
"385","2024-09-14 20:29:00","R_1dG66DWNkJSqwDM",0.85,"2","2",1,"1","0","0","0",0.845255542
"400","2024-09-14 20:56:00","R_6tzlErZ7HBUliMN",0.96,"2","2",0,"1","0","0","1",0.955983216
"616","2024-09-15 10:13:00","R_3cezeJ2uAMoBWLh",0.98,"2","2",0,"3","1","0","0",0.982348166
"593","2024-09-15 12:16:00","R_3IEKEYxISTl6zdv",1.21,"2","1",0,"1","1","0","0",1.20724624
"678","2024-09-16 08:56:00","R_6V1tvhmOARN6VGp",0.42,"2","2",0,"7","1","0","1",0.420175243
"475","2024-09-16 18:00:00","R_3dTlbDIUrnBkVZv",0.99,"2","2",0,"1","0","0","1",0.989935364
"355","2024-09-16 19:39:00","R_1EuOSdKfmfiMYG1",1.09,"3","2",0,"1","1","0","0",1.087435499
"388","2024-09-16 23:24:00","R_7IXB1K0B7Yn47sX",1.2,"2","2",0,"1","1","0","1",1.204240523
"688","2024-09-17 08:53:00","R_3YLGavkmGYbefBv",0.4,"2","2",0,"1","0","0","0",0.396135953
"1006","2024-09-17 13:03:00","R_7DdH7mQVcPk0ZlD",1.15,"2","1",0,"1","1","0","1",1.153095006
"792","2024-09-17 17:28:00","R_1CHBcw5pMTQbk2Z",0.95,"2","2",1,"4","1","0","0",0.945672757
"417","2024-09-17 20:38:00","R_67k8SOWMmEgRUk1",0.94,"2","1",0,"1","0","0","0",0.938536642
"397","2024-09-17 22:00:00","R_5qkyyxkL7IUQHxj",1.16,"2","2",0,"1","2","0","0",1.162847011
"428","2024-09-18 12:20:00","R_5GrnyvhBaswvze6",0.86,"2","1",0,"1","2","1","0",0.855420777
"405","2024-09-19 08:38:00","R_1dE4dIqsw3eS1wj",0.76,"2","1",0,"1","2","1","0",0.759339703
"434","2024-09-20 00:59:00","R_3nLtStoWajHENhv",0.65,"2","1",0,"7","0","0","0",0.648744345
"495","2024-09-20 20:16:00","R_6VcARsY3whTYe9X",0.51,"2","2",0,"1","1","0","0",0.512871792
"378","2024-09-24 05:15:00","R_2fr2G47jnvNeHRt",0.41,"2","1",0,"1","0","0","1",0.410165991
"339","2024-09-30 11:30:00","R_5g7wBVQ9g4M0FBS",1.33,"2","2",0,"1","0","0","1",1.334245689
"349","2024-09-30 23:52:00","R_7b4hG1hIuazAhsR",0.74,"2","1",0,"1","0","0","0",0.739921147
"373","2024-10-01 12:52:00","R_1gBIC9m2YlBDAhT",0.8,"2","2",0,"1","0","0","0",0.804726063
"544","2024-10-07 14:52:00","R_1kO0phMIMlyCoAd",0.76,"2","2",1,"1","1","0","0",0.759678751
"88125","2024-10-08 12:42:00","R_5sYYMgLYqP2yjcJ",-0.04,"2","2",0,"2","0","0","0",-0.035827864
"518","2024-10-08 13:01:00","R_1wbCTmd9BYsc6PG",0.57,"3","2",0,"7","0","0","0",0.5697423
"448","2024-10-08 15:18:00","R_6O06marKj1ejee2",0.96,"2","1",0,"1","0","0","1",0.957564856
"455","2024-10-08 18:45:00","R_6KIWgppTT2VqRRD",1.14,"2","2",0,"1","0","0","0",1.140765194
"524","2024-10-09 16:29:00","R_1lAGda27Wm5WUNF",0.54,"2","2",0,"4","1","0","0",0.537451283
"454","2024-10-14 13:32:00","R_7dhheGF8lCxLJMi",1.15,"2","1",0,"1","0","0","0",1.147063729
"374","2024-10-17 15:34:00","R_3CIjYTxhcL52fha",0.95,"2","2",0,"1","0","0","0",0.951078989
"376","2024-10-17 19:58:00","R_6fcu4tWMgzXQjf1",0.69,"2","2",0,"1","1","0","0",0.694903868
"414","2024-10-18 12:34:00","R_3It345Qlav6d75Z",1.08,"2","2",0,"2","1","0","0",1.075211465
"367","2024-10-22 22:38:00","R_1jdCPHtXhY70pbP",1.1,"2","2",0,"1","0","0","1",1.104576412
"655","2024-10-23 08:03:00","R_7QLFopT9lhNILJF",0.72,"2","1",0,"1","0","0","0",0.724455783
"397","2024-10-27 10:33:00","R_1BOJXlMhhHL4UqR",0.45,"2","2",0,"7","1","0","1",0.447011032
"402","2024-10-29 11:03:00","R_6fxIWtTn94WNev9",0.23,"2","2",0,"3","0","0","1",0.226806377
"412","2024-10-29 11:09:00","R_3dJOVBHlIbzaItP",1.26,"2","1",NA,"1","1","0","0",1.263536961
"489","2024-10-29 20:15:00","R_5dyTfi2WgDTyG3E",0.94,"2","2",0,"1","1","0","1",0.94248668
"473","2024-10-31 13:38:00","R_6AG5wBqm1jDzvLC",1.14,"2","1",0,"1","3","0","1",1.137488929
"393","2024-11-01 20:14:00","R_7wT4pKgxG6ViwjI",1.26,"2","2",1,"7","1","1","1",1.263416595
"379","2024-11-03 10:54:00","R_3KajRX8KbzBTOjT",0.46,"2","2",1,"1","0","0","0",0.458647527
"348","2024-11-03 13:46:00","R_1wbQ2rvXB3micaK",0.64,"2","2",0,"1","0","0","0",0.637742812
"466","2024-11-03 18:32:00","R_7ImlN3dKxysmlRH",0.71,"2","1",0,"1","0","0","1",0.714642921
"364","2024-11-04 07:57:00","R_1wgZD94flX1zrjP",1.22,"2","2",0,"7","0","0","1",1.223882817
"344","2024-11-04 07:59:00","R_7X5NA1LJrH5EH0Q",0.19,"2","1",0,"1","0","0","0",0.194565679
"365","2024-11-04 08:31:00","R_3BV4MwLVrAwWOwu",1.11,"2","1",0,"1","0","0","1",1.106456911
"492","2024-11-04 08:44:00","R_7VCPaV2mG2gDI7D",1.03,"2","2",0,"6","0","0","0",1.032707812
"531","2024-11-04 08:45:00","R_7oYPdLJLqrruLLj",1.25,"2","2",0,"1","2","1","0",1.245066762
"379","2024-11-04 08:55:00","R_1LnpqLTQJkRwN33",0.64,"2","2",1,"1","0","0","0",0.637009409
"363","2024-11-04 08:58:00","R_1SzkBveNM1Pxrj3",0.76,"2","1",0,"1","0","0","0",0.762608573
"450","2024-11-04 09:02:00","R_5YVx3hfm0HR4YOl",0.74,"2","2",0,"3","1","0","1",0.744510415
"447","2024-11-04 09:28:00","R_1ydyDrxlf9WaxIA",1.02,"2","1",0,"1","0","0","1",1.021857557
"436","2024-11-04 10:02:00","R_3IqE3ZcS0thqfvP",1,"2","2",0,"1","2","0","1",0.995766655
"1160","2024-11-04 10:04:00","R_5HhIKb4GLDuY1fp",0.57,"2","2",0,"1","1","0","0",0.57079616
"408","2024-11-04 10:06:00","R_5D09KEAdDHjCZQy",1.01,"2","1",0,"1","0","0","1",1.005638419
"401","2024-11-04 10:06:00","R_33d3eChT0ORn9mS",0.89,"2","2",0,"1","0","0","0",0.885167764
"616","2024-11-04 10:39:00","R_1CeB2RFrfLREmx2",0.88,"5","1",1,"1","0","0","1",0.875323647
"6715","2024-11-04 11:00:00","R_3frGv64mk9mBmbp",0.78,"2","2",0,"1","0","0","0",0.778678671
"432","2024-11-04 11:27:00","R_5OHtniB8SlZIobY",0.75,"2","2",0,"1","0","0","1",0.745907315
"733","2024-11-04 11:30:00","R_3HZd9NUeKTOQV6p",-0.5,"2","1",0,"1","0","0","1",-0.499341197
"1447","2024-11-04 12:01:00","R_6ePmO6yJEXLqZfA",0.41,"2","2",0,"1","0","0","0",0.405812254
"486","2024-11-04 12:05:00","R_7OpEJK5ChjMiJSY",1.07,"2","1",0,"7","1","0","1",1.066411483
"378","2024-11-04 12:44:00","R_7BVO7hch7QbiPia",0.79,"3","1",0,"1","1","0","1",0.787598392
"530","2024-11-04 13:09:00","R_5qsd4V2DOi2Axu6",0.81,"2","2",NA,"1","1","0","0",0.805035301
"380","2024-11-04 15:15:00","R_5Gv6LNR7bBprqTh",0.95,"2","2",0,"1","0","0","0",0.945521169
"469","2024-11-04 15:43:00","R_5Pn3iH37cIJlRWj",0.08,"2","1",0,"1","1","0","1",0.082900923
"395","2024-11-04 16:39:00","R_7eajGXja8udJcRa",-0.13,"2","1",0,"1","0","0","1",-0.132730979
"19688","2024-11-04 17:09:00","R_6KCUWGUc5IN1z3K",0.87,"2","2",0,"1","0","0","0",0.874910548
"389","2024-11-04 18:17:00","R_5nIQfuKNBgDQPrk",0.8,"2","2",0,"1","0","0","1",0.798544489
"349","2024-11-04 18:48:00","R_3kH2ehox6pgmoRw",1.2,"2","2",0,"7","0","0","0",1.198985786
"401","2024-11-04 19:05:00","R_6rU4lnPPrdV4Rrz",1.35,"2","2",0,"1","1","0","0",1.350300198
"701","2024-11-04 19:18:00","R_1d6oqihvEs1O00e",0.01,"2","2",1,"1","1","1","0",0.010072974
"671","2024-11-04 19:39:00","R_5mk55E7FdXTGyHk",0.97,"2","1",0,"7","0","0","1",0.9724474
"1813","2024-11-04 20:39:00","R_13fCR6qREpwdsQH",-0.36,"2","2",0,"1","0","0","1",-0.357778702
"301","2024-11-04 21:15:00","R_6e4EvZsIrRCkh8f",0.95,"2","1",0,"4","1","0","0",0.950824439
"331","2024-11-04 21:40:00","R_7MMNEe6vhqUSE2y",1.1,"2","2",0,"1","1","0","0",1.095720061
"459","2024-11-04 21:43:00","R_7jNjwUh8iDr1wR1",0.96,"2","2",0,"1","1","0","0",0.955692711
"358","2024-11-04 23:33:00","R_7n1bfSE3hq3SQeo",1.13,"2","1",1,"1","1","0","0",1.128448346
"398","2024-11-05 06:30:00","R_1PUgQ1NHT3ICzEc",0.46,"2","2",0,"1","0","0","1",0.4565787
"336","2024-11-05 09:19:00","R_31EAujXD6jcWlQq",0.83,"2","1",0,"3","0","0","1",0.832051141
"405","2024-11-05 10:26:00","R_62VM17bM0d0lq2Q",0.64,"2","1",0,"1","1","0","0",0.6411251
"373","2024-11-05 14:06:00","R_6n2UorwT0Qb6OPm",0.15,"2","2",0,"7","1","0","0",0.153405572
"303","2024-11-05 14:50:00","R_7PuKgez6WqEgMCN",0.53,"2","2",0,"1","1","0","0",0.526442564
"280","2024-11-05 15:46:00","R_5wIlF9uTtuhFG4F",0.23,"2","1",0,"2","1","0","0",0.229479278
"506","2024-11-05 15:51:00","R_13Hwgnmx1NQX0Hv",1.25,"2","2",NA,"1","0","0","0",1.245366768
"403","2024-11-05 16:06:00","R_3AvsRxq4yNwBsVr",0.95,"2","1",0,"3","0","0","0",0.947817749
"370","2024-11-05 16:24:00","R_17TjxTND7TUdrZC",0.62,"2","1",0,"1","1","0","1",0.620245208
"471","2024-11-05 20:51:00","R_51cRKirOzxhNlPY",0.54,"2","2",0,"1","0","0","1",0.543664791
"389","2024-11-06 11:02:00","R_1nbkkQSjkpgsnMl",1.04,"2","2",0,"1","0","0","1",1.043645517
"454","2024-11-06 11:16:00","R_6fvUHESgbpz5JEz",1.22,"2","2",0,"1","1","0","1",1.223959337
"476","2024-11-06 12:28:00","R_7UwOTHB9GTS86xX",0.95,"2","2",1,"1","0","1","0",0.954991014
"504","2024-11-06 14:39:00","R_1DuKFqzWMDuCJ6u",0.84,"2","1",0,"7","1","0","1",0.842178438
"356","2024-11-06 19:36:00","R_5O5NvR5PTNlNa6d",0.6,"2","2",0,"1","0","0","1",0.60309402
"383","2024-11-10 14:06:00","R_145aGCKk27oc4rT",0.96,"2","1",0,"1","0","0","1",0.959650743
"427","2024-11-11 13:00:00","R_6sc7pUFTin7o8j7",0.91,"2","2",0,"1","1","0","1",0.907224683
"324","2024-11-11 16:08:00","R_6lGLBdmR7PLzu67",0.63,"2","1",1,"1","1","0","0",0.627255548
"370","2024-11-12 08:32:00","R_7RlvcQCIwaZaUa5",1.05,"2","2",0,"1","0","0","1",1.049060357
"356","2024-11-12 19:22:00","R_12RdaKW4nEiiDTz",0.49,"2","1",0,"1","0","1","0",0.49490126
"400","2024-11-13 08:51:00","R_5OeH9G7BXfbmTwq",0.94,"2","2",0,"1","0","0","1",0.942882374
"768","2024-11-14 09:02:00","R_5WJalGkDcZZqiW4",0.96,"2","2",0,"2","0","0","0",0.955872499
"584","2024-11-14 14:58:00","R_3P6SF8in5VgJTQg",0.86,"2","1",0,"2","1","0","0",0.863820841
"374","2024-11-14 15:56:00","R_1kBrwsSqzQc8XB1",1.08,"2","2",0,"1","1","0","0",1.084454781
"357","2024-11-14 18:34:00","R_5rlvZioTpVkogog",0.35,"2","1",0,"1","0","0","0",0.349531508
"352","2024-11-16 10:42:00","R_55v1DuScjuuhFrb",0.5,"2","2",0,"7","0","0","0",0.498029881
"441","2024-11-19 13:18:00","R_6z8B0hthPA8cVLX",1.01,"2","1",1,"1","2","0","0",1.00825691
"608","2024-11-19 17:50:00","R_1OoTTANVes40Rgu",0.85,"2","2",0,"1","1","0","0",0.848717861
"429","2024-11-19 18:38:00","R_73kDmtSjBBtmWFO",0.85,"2","1",0,"1","0","0","1",0.854910353
"557","2024-11-19 19:01:00","R_33mE1mlQqChexjj",1.08,"2","1",0,"1","0","0","1",1.078673467
"479","2024-11-19 19:14:00","R_3EGwvDU5pbB7jK5",0.43,"2","1",0,"1","1","0","1",0.427641281
"327","2024-11-19 22:21:00","R_13e4j1vOlsufBPW",0.85,"2","1",0,"1","0","0","1",0.850499123
"456","2024-11-20 04:46:00","R_6gVEdMcbrm2CxQ5",0.91,"2","2",0,"1","0","0","1",0.906795065
"376","2024-11-20 08:59:00","R_3NlYjSzL6j6TEsJ",0.83,"2","1",0,"1","0","0","1",0.83164141
"345","2024-11-20 09:47:00","R_3lpQsnDCvDy9UB3",0.45,"2","1",0,"1","1","0","1",0.454190312
"472","2024-11-21 09:51:00","R_7BZHjdY5PVZb4Vr",0.51,"2","2",0,"1","2","0","0",0.512875697
"482","2024-11-21 11:49:00","R_5rDsC0Lms2dlgHx",0,"2","1",0,"3","2","1","1",-0.00123503
"356","2024-11-22 09:07:00","R_3QLggJ31Y0LuWP2",0.26,"2","1",0,"1","1","0","1",0.255898265
"504","2024-11-22 13:13:00","R_3gXT5QrtPX4C2vo",0.52,"2","2",0,"1","1","0","0",0.51965483
"390","2024-11-22 18:12:00","R_7iwBvVTYhkEvnYZ",0.82,"2","2",0,"1","0","0","1",0.823952786
"303","2024-11-23 12:05:00","R_1nT42gsxpTl9SKO",0.77,"2","2",0,"1","0","0","1",0.767931098
"398","2024-11-25 10:45:00","R_7DOO4Wl2lmrrtMB",0.62,"2","2",0,"1","1","0","1",0.622831565
"560","2024-11-25 13:56:00","R_1zA1RI7bwu9BQYh",1.25,"2","2",0,"1","0","0","0",1.247703331
"414","2024-11-25 18:29:00","R_7Pixi3TiV9VCb0V",1.03,"2","1",0,"7","0","0","1",1.030333833
"647","2024-11-25 20:42:00","R_5d6Qif9myhTfzOL",0.57,"2","2",NA,"1","0","0","0",0.567478941
"552","2024-11-26 08:51:00","R_3FIl5t6o4PQrc73",1.09,"2","1",0,"7","0","0","0",1.08507055
"473","2024-11-26 12:09:00","R_7Ce1gfFCKetPNxH",0.77,"2","2",1,"1","0","0","0",0.76572021
"422","2024-11-26 13:52:00","R_5MSu691AsJQiDmv",1.18,"2","2",0,"1","1","0","0",1.176510898
"460","2024-11-26 14:19:00","R_7llVd8mRlhFjViC",0.94,"2","2",0,"1","1","0","0",0.938452382
"352","2024-11-26 15:27:00","R_1MqFNJAlP9SGMvv",0.51,"2","1",0,"6","2","1","0",0.514301657
"763","2024-11-26 16:24:00","R_3nPkVwPSdVAR0Uh",0.89,"2","1",0,"1","1","0","0",0.888516624
"375","2024-11-26 16:53:00","R_1GlDO9M0CmdCqqj",0.92,"2","1",0,"1","0","0","1",0.91530249
"386","2024-11-26 18:18:00","R_30iqpJxOIhoiMqp",0.73,"2","2",0,"1","0","0","1",0.728281857
"340","2024-11-26 19:08:00","R_5SuBRTVxXlVUzFA",0.69,"2","2",0,"7","1","0","0",0.685313998
"499","2024-11-26 20:06:00","R_11oXqhygxRCaJwR",1.2,"2","2",1,"1","1","0","0",1.203834825
"388","2024-11-26 22:05:00","R_6lxKSPJzegZsPUd",0.92,"2","2",0,"1","1","0","1",0.916615455
"424","2024-11-27 06:31:00","R_64LWzZp7p49eyJ6",0.53,"2","1",0,"1","1","0","0",0.52519273
"384","2024-11-27 10:40:00","R_6zYpOIXPto5euL0",0.66,"2","1",0,"4","2","0","0",0.658035048
"458","2024-11-27 10:55:00","R_3PBSopT2VPxPzvs",1.22,"2","1",0,"1","0","0","1",1.22095632
"425","2024-11-27 12:03:00","R_5NxHhRzM3GkBRh0",0.54,"2","1",0,"1","1","0","1",0.539714142
"389","2024-11-27 17:51:00","R_1jV0w1btKIO3Nu1",1.03,"2","2",0,"1","0","0","1",1.029556683
"525","2024-11-27 20:04:00","R_5mVHyAu5uut5bqN",1.09,"2","2",0,"1","0","0","0",1.090761649
"373","2024-11-29 19:35:00","R_7QXnE1rUQF6oFhL",1.08,"2","2",0,"7","1","1","1",1.079607733
"499","2024-11-30 08:06:00","R_6OjIOH4QKUBiKam",0.65,"2","1",0,"2","1","0","1",0.649876653
"413","2024-11-30 12:18:00","R_7U3gJnik6ZzfHij",0.54,"2","2",NA,"7","1","0","1",0.537041564
"416","2024-11-30 15:20:00","R_61mwNEi0V0NHvp0",1,"2","1",0,"1","0","0","0",0.996915835
"479","2024-11-30 16:22:00","R_6dRMzXpbjmYrhRf",0.87,"2","2",0,"1","1","0","0",0.868578765
"1508","2024-12-01 10:20:00","R_52QfaF21HCZ5fOY",0.43,"2","1",0,"2","1","0","1",0.431613914
"356","2024-12-01 14:53:00","R_31p7s4Li2lVLWxw",0.99,"2","2",1,"1","0","0","1",0.989568017
"448","2024-12-01 15:23:00","R_1nr9TYXStNqa4Iw",0.24,"2","2",0,"3","1","0","0",0.242706786
"1328","2024-12-01 16:23:00","R_6fB70LkzBRwq9zN",0.94,"2","1",0,"1","1","0","0",0.940657397
"811","2024-12-01 17:54:00","R_5m498t13jevMGsy",0.1,"2","2",1,"2","1","0","0",0.100090645
"1014","2024-12-01 20:47:00","R_5EsPuMBNOHzwXmv",0.65,"2","2",0,"1","0","0","1",0.65010533
"348","2024-12-01 21:23:00","R_1ZIFP4BCklogQVg",0.6,"2","2",0,"7","1","0","1",0.598248884
"383","2024-12-01 21:34:00","R_1aExb6OS6Sv0Zgd",0.68,"2","1",1,"7","2","1","1",0.679681529
"754","2024-12-02 08:46:00","R_3smFM0F08zspWgX",0.63,"2","2",0,"1","0","0","1",0.633253503
"423","2024-12-02 10:09:00","R_1zdycMRH4UmI4sW",0.98,"2","1",0,"1","0","0","1",0.976746981
"362","2024-12-02 10:15:00","R_5rwZoVRbyCWtfz5",-0.32,"2","2",0,"1","1","0","1",-0.315745549
"443","2024-12-02 11:25:00","R_3H8D84DgE1MAdnB",0.49,"2","1",0,"1","0","0","1",0.491448715
"373","2024-12-02 11:48:00","R_7L7sNxuZDLAqpLl",0.55,"2","2",0,"1","1","0","0",0.552302003
"394","2024-12-02 14:11:00","R_6PzoFJquV8dyuFb",1.01,"2","2",0,"1","0","0","1",1.010280501
"493","2024-12-02 14:19:00","R_60BGhMZ7PtTgl0O",1.23,"2","1",0,"1","0","0","0",1.226745181
"369","2024-12-02 14:45:00","R_1R99NxJRZzkBzeF",0.93,"2","2",1,"1","1","0","0",0.93097495
"775","2024-12-02 16:02:00","R_1dFy71Y3yblCQ1U",0.95,"2","1",NA,"1","2","0","0",0.949645671
"606","2024-12-02 16:08:00","R_3ffGQ2N1q62qqrN",0.35,"2","2",0,"1","1","0","0",0.347038074
"319","2024-12-02 16:39:00","R_1cqEGHkrIgbS1Os",0.69,"2","2",0,"7","0","0","1",0.692711928
"335","2024-12-02 17:43:00","R_5IOJj0UJciFxPJn",0.57,"2","1",0,"1","2","0","1",0.566438542
"410","2024-12-02 18:01:00","R_7ggnAjOfDqN2em5",1.1,"2","1",0,"7","2","0","0",1.10001755
"527","2024-12-02 18:32:00","R_1JEgEMAhUw9rqjv",1.09,"2","2",0,"1","0","0","0",1.093107738
"1416","2024-12-02 19:26:00","R_1cZic1lkC0RiFpA",0.8,"2","1",0,"1","0","0","0",0.802939977
"371","2024-12-02 20:00:00","R_5oTIGftgd5o7xlg",0.49,"2","1",NA,"7","0","0","1",0.487067268
"444","2024-12-02 20:56:00","R_6ru7c7qoPNhIoJ5",1.05,"2","2",0,"7","0","0","1",1.045818072
"488","2024-12-02 22:44:00","R_3ZPMPgtbIx52hL2",1.24,"2","1",0,"1","0","0","1",1.240413094
"538","2024-12-03 08:31:00","R_7xM4wjedofAnGjD",1.06,"2","2",0,"1","1","0","0",1.05983908
"628","2024-12-03 08:51:00","R_6Kjc42CCB4GI5Lr",1.31,"2","1",0,"1","1","0","1",1.307080339
"345","2024-12-03 11:38:00","R_17NBbNpT3txv9AM",0.81,"2","2",0,"1","1","0","0",0.811780168
"426","2024-12-03 11:44:00","R_5V2MZaDyimxZ12q",1.02,"2","1",0,"1","1","0","1",1.015565759
"498","2024-12-03 11:50:00","R_7JgcTMhQgYfs6u9",0.42,"2","2",0,"7","0","0","1",0.417768251
"432","2024-12-03 11:57:00","R_5qKXcXdiuYnfREv",0.87,"2","1",0,"1","1","0","1",0.867582129
"11794","2024-12-03 12:09:00","R_1h4PzLO5VkVhK91",0.84,"2","2",0,"7","1","0","0",0.837922603
"811","2024-12-03 12:14:00","R_75XFkkyrcqSppej",0.21,"2","2",0,"1","1","0","1",0.209597285
"421","2024-12-03 12:48:00","R_5n8aTAY5wCoEYqR",1.05,"2","2",0,"1","0","0","1",1.05114854
"421","2024-12-03 13:52:00","R_52UZPcNCvClrw0e",1.15,"2","1",0,"1","0","0","1",1.154474758
"498","2024-12-03 14:09:00","R_3pSq7Za6cx7W8Ug",1.01,"2","1",0,"1","1","0","0",1.014608347
"398","2024-12-03 14:35:00","R_3FDIgnmS3WhHBxr",0.94,"2","1",0,"1","0","0","1",0.935200935
"389","2024-12-03 15:12:00","R_5LXoqVnoA3peVXo",1.14,"2","1",0,"5","1","1","1",1.144696232
"417","2024-12-03 15:26:00","R_3mXGxB5hFjSg6rs",0.96,"2","2",0,"1","0","0","1",0.961923946
"410","2024-12-03 15:30:00","R_3Bne66CisehxS5A",1.32,"2","1",0,"1","1","0","0",1.321285655
"426","2024-12-03 15:32:00","R_75PjMLb1oYsF8Rz",0.82,"2","3",1,"1","1","0","0",0.817183225
"361","2024-12-03 15:33:00","R_3Ko7f09zJngVyJb",0.4,"2","2",0,"1","0","0","0",0.403497552
"344","2024-12-03 16:17:00","R_58q9F4lzMv62sSt",1.07,"2","1",0,"1","0","1","0",1.065284645
"536","2024-12-03 16:23:00","R_7PCn1xvi1qrAw1j",0.53,"2","1",0,"1","1","0","0",0.528316065
"330","2024-12-03 16:53:00","R_5EbMAacABsK7e2A",1.26,"2","1",0,"1","0","0","1",1.261534828
"503","2024-12-03 18:12:00","R_3R1XP6PQQL4zpAd",0.89,"2","1",0,"1","1","0","1",0.88601673
"404","2024-12-03 18:13:00","R_3pillyqpgvSxrEI",1.31,"2","1",0,"1","0","0","1",1.309044088
"401","2024-12-03 18:15:00","R_5hhDeWM1D8nogXn",0.6,"2","1",0,"1","0","0","1",0.596701052
"341","2024-12-03 18:25:00","R_5ojSIiahQyOWk8t",1.15,"2","2",0,"2","1","0","0",1.147304738
"407","2024-12-03 18:28:00","R_1XU0bijSMzm5y4V",1.09,"2","2",0,"1","0","0","0",1.088071366
"2092","2024-12-03 18:29:00","R_17Bhbie8rAWSp32",0.91,"2","2",0,"1","0","0","0",0.905197529
"423","2024-12-03 18:34:00","R_7vlH7tpuCxIfcbf",0.58,"2","2",0,"1","0","0","1",0.577475394
"675","2024-12-03 19:23:00","R_365zRC8QeNsA8TF",1.23,"2","2",0,"1","0","0","0",1.226233244
"483","2024-12-03 20:15:00","R_5IJQZFI8L7evOsV",0.92,"2","1",0,"7","1","0","0",0.924964967
"356","2024-12-03 21:31:00","R_3qJBuiNztzpEFqQ",0.72,"2","2",0,"1","0","0","1",0.720465919
"413","2024-12-03 21:37:00","R_3TnJWwPOes2RAut",0.73,"2","2",0,"1","0","0","0",0.729697804
"404","2024-12-03 21:49:00","R_6OJI354WHnUeZnr",1.21,"2","2",0,"3","0","0","1",1.205941314
"341","2024-12-04 06:56:00","R_65hSFPTHjpTNGIV",0.9,"2","1",0,"2","1","0","0",0.895744078
"427","2024-12-04 07:14:00","R_6ndEVStONoirOo7",0.8,"2","1",0,"1","1","0","1",0.800432837
"354","2024-12-04 07:22:00","R_7DUqTCAxknsGaUB",0.89,"2","2",0,"3","1","0","0",0.887694695
"326","2024-12-04 08:04:00","R_7f8vCrVVy3OyRml",0.95,"2","2",0,"2","1","0","0",0.952339553
"361","2024-12-04 08:34:00","R_6izD12qbmsbnrb3",1.02,"2","1",0,"1","2","0","0",1.022973608
"523","2024-12-04 09:15:00","R_7npGNP2VMrLMlWT",0.68,"2","1",0,"1","1","0","0",0.682502659
"6418","2024-12-04 09:21:00","R_6EYKUrYcZ9pchB0",1.03,"2","2",NA,"1","1","0","0",1.030652336
"623","2024-12-04 09:36:00","R_7P5yPAb9uphe0eO",0.75,"2","2",0,"1","1","0","0",0.754666773
"381","2024-12-04 10:04:00","R_1WHxa6b98x6vT9z",1.11,"2","1",0,"1","1","0","1",1.106209567
"329","2024-12-04 10:13:00","R_5ALtknMsidOz4wB",0.41,"2","2",0,"7","1","0","0",0.41051683
"374","2024-12-04 10:24:00","R_1FdAxRwb8du1TNv",0.91,"2","2",0,"1","1","0","0",0.91333465
"472","2024-12-04 10:42:00","R_5CZ0iWycMugWyvn",0.41,"2","1",0,"1","1","0","1",0.406669566
"374","2024-12-04 12:08:00","R_3rp8qrUghPBrSo6",1.41,"2","1",0,"1","2","0","1",1.41359978
"387","2024-12-04 12:17:00","R_7FIGWOfEq4vuxN7",0.93,"2","2",0,"2","0","0","0",0.933772385
"370","2024-12-04 12:20:00","R_50GHlmKbjELQ0wG",0.83,"2","2",1,"1","2","0","0",0.830599437
"450","2024-12-04 12:44:00","R_5JeX9507NGiDbMR",0.73,"2","2",0,"7","0","0","1",0.732307019
"558","2024-12-04 13:31:00","R_5VnQ31GGfiFPE1X",0.51,"2","1",0,"1","2","0","0",0.50912302
"475","2024-12-04 13:52:00","R_61coxx4Vb4jt8O4",0.59,"2","1",0,"7","0","0","1",0.588038148
"377","2024-12-04 13:53:00","R_7F57XmxtPpqesFL",1.08,"2","1",0,"1","1","0","0",1.076480966
"821","2024-12-04 14:28:00","R_1fpbgUVSGhwg90z",1.08,"2","2",0,"1","1","0","1",1.08200657
"379","2024-12-04 14:36:00","R_3JxbrXpn9DsgS5P",0.37,"2","2",0,"1","2","0","1",0.37157944
"3894","2024-12-04 14:42:00","R_6C0W8XzLZbIaEHb",1.15,"2","2",0,"2","1","0","1",1.152778752
"567","2024-12-04 14:50:00","R_3ew3Nif79wwtmx1",0.7,"3","3",1,"7","1","0","0",0.697745979
"456","2024-12-04 14:52:00","R_5X4BF3ir6U1RQqU",1.27,"2","1",0,"7","2","0","1",1.274150853
"674","2024-12-04 15:16:00","R_6I5eDRaAlvH0MEP",0.47,"2","2",0,"7","1","0","1",0.474550594
"468","2024-12-04 15:19:00","R_7q9hihtQWpbRncV",0.42,"2","2",1,"1","0","0","0",0.424523082
"494","2024-12-04 15:24:00","R_1FQIsUI91psCqHJ",-0.11,"2","2",0,"7","1","0","1",-0.107637083
"646","2024-12-04 15:46:00","R_7FOktmeEqSWInuQ",0.82,"2","1",0,"1","0","0","1",0.820377208
"364","2024-12-04 15:47:00","R_6kLkmUh8ohcMq1v",1.03,"2","1",0,"1","2","0","1",1.025811077
"540","2024-12-04 16:18:00","R_3RRxEpOEMjI9C7L",1.01,"2","1",0,"1","0","0","1",1.013936377
"438","2024-12-04 16:19:00","R_13kY2XFTedrZheS",0.71,"2","2",0,"1","1","0","0",0.709287104
